no,added_date,title,artist,genre,country,release_year,chart_source,chart_rank,source_type,data_confidence
1491,2026.6.27,Show Me Love,Robin S.,Pop Ballad / Soft Pop,US/Global,1993,Billboard Hot 100 archive,5,billboard_hot100_bulk_backfill,low
1492,2026.6.27,Save Tonight,Eagle-Eye Cherry,Pop Ballad / Soft Pop,US/Global,1998,Billboard Hot 100 archive,5,billboard_hot100_bulk_backfill,low
1493,2026.6.27,Same Old Love,Selena Gomez,Pop Ballad / Soft Pop,US/Global,2015,Billboard Hot 100 archive,5,billboard_hot100_bulk_backfill,low
1494,2026.6.27,Sending All My Love,Linear,Pop Ballad / Soft Pop,US/Global,1990,Billboard Hot 100 archive,5,billboard_hot100_bulk_backfill,low
1495,2026.6.27,Dream On,Aerosmith,Pop Ballad / Soft Pop,US/Global,1973,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
1496,2026.6.27,"Baby I Love Your Way (From ""Reality Bites"")",Big Mountain,Pop Ballad / Soft Pop,US/Global,1994,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
1497,2026.6.27,I Don't Ever Want To See You Again,Uncle Sam,Pop Ballad / Soft Pop,US/Global,1997,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
1498,2026.6.27,All You Wanted,Michelle Branch,Pop Ballad / Soft Pop,US/Global,2002,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
1499,2026.6.27,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,Pop Ballad / Soft Pop,US/Global,2012,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
1500,2026.6.27,Angel In Your Arms,Hot,Pop Ballad / Soft Pop,US/Global,1977,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
1501,2026.6.27,I'm So Into You,SWV,Pop Ballad / Soft Pop,US/Global,1993,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
1502,2026.6.27,Walked Outta Heaven,Jagged Edge,Pop Ballad / Soft Pop,US/Global,2003,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
1503,2026.6.27,Wake Me Up When September Ends,Green Day,Pop Ballad / Soft Pop,US/Global,2005,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
1504,2026.6.27,You And I,Eddie Rabbitt With Crystal Gayle,Pop Ballad / Soft Pop,US/Global,1982,Billboard Hot 100 archive,7,billboard_hot100_bulk_backfill,low
1505,2026.6.27,You Make Me Feel...,Cobra Starship Featuring Sabi,Pop Ballad / Soft Pop,US/Global,2011,Billboard Hot 100 archive,7,billboard_hot100_bulk_backfill,low
1506,2026.6.27,I Love It,Icona Pop Featuring Charli XCX,Pop Ballad / Soft Pop,US/Global,2013,Billboard Hot 100 archive,7,billboard_hot100_bulk_backfill,low
1507,2026.6.27,Before You Walk Out Of My Life/Like This And Like That,Monica,Pop Ballad / Soft Pop,US/Global,1995,Billboard Hot 100 archive,7,billboard_hot100_bulk_backfill,low
1508,2026.6.27,Miss Independent,Ne-Yo,Pop Ballad / Soft Pop,US/Global,2008,Billboard Hot 100 archive,7,billboard_hot100_bulk_backfill,low
1509,2026.6.27,Something About You,Level 42,Pop Ballad / Soft Pop,US/Global,1986,Billboard Hot 100 archive,7,billboard_hot100_bulk_backfill,low
1510,2026.6.27,What About Your Friends,TLC,Pop Ballad / Soft Pop,US/Global,1992,Billboard Hot 100 archive,7,billboard_hot100_bulk_backfill,low
1511,2026.6.27,Now And Forever,Richard Marx,Pop Ballad / Soft Pop,US/Global,1994,Billboard Hot 100 archive,7,billboard_hot100_bulk_backfill,low
1512,2026.6.27,Before I Let You Go,BLACKstreet,Pop Ballad / Soft Pop,US/Global,1994,Billboard Hot 100 archive,7,billboard_hot100_bulk_backfill,low
1513,2026.6.27,I'll Never Get Over You (Getting Over Me),Expose,Pop Ballad / Soft Pop,US/Global,1993,Billboard Hot 100 archive,8,billboard_hot100_bulk_backfill,low
1514,2026.6.27,What Would You Do?,City High,Pop Ballad / Soft Pop,US/Global,2001,Billboard Hot 100 archive,8,billboard_hot100_bulk_backfill,low
1515,2026.6.27,If You Love Me,Brownstone,Pop Ballad / Soft Pop,US/Global,1994,Billboard Hot 100 archive,8,billboard_hot100_bulk_backfill,low
1516,2026.6.27,Heaven,DJ Sammy & Yanou Featuring Do,Pop Ballad / Soft Pop,US/Global,2002,Billboard Hot 100 archive,8,billboard_hot100_bulk_backfill,low
1517,2026.6.27,Listen To Your Heart,D.H.T.,Pop Ballad / Soft Pop,US/Global,2005,Billboard Hot 100 archive,8,billboard_hot100_bulk_backfill,low
1518,2026.6.27,"Last Night (From ""The Nutty Professor"")",Az Yet,Pop Ballad / Soft Pop,US/Global,1996,Billboard Hot 100 archive,9,billboard_hot100_bulk_backfill,low
1519,2026.6.27,Say Aah,Trey Songz Featuring Fabolous,Pop Ballad / Soft Pop,US/Global,2009,Billboard Hot 100 archive,9,billboard_hot100_bulk_backfill,low
1520,2026.6.27,Love Of My Life (An Ode To Hip Hop),Erykah Badu Featuring Common,Pop Ballad / Soft Pop,US/Global,2002,Billboard Hot 100 archive,9,billboard_hot100_bulk_backfill,low
1521,2026.6.27,Step In The Name Of Love,R. Kelly,Pop Ballad / Soft Pop,US/Global,2003,Billboard Hot 100 archive,9,billboard_hot100_bulk_backfill,low
1522,2026.6.27,Missing You,Diana Ross,Pop Ballad / Soft Pop,US/Global,1984,Billboard Hot 100 archive,10,billboard_hot100_bulk_backfill,low
1523,2026.6.27,Love Song,Tesla,Pop Ballad / Soft Pop,US/Global,1989,Billboard Hot 100 archive,10,billboard_hot100_bulk_backfill,low
1524,2026.6.27,If It Makes You Happy,Sheryl Crow,Pop Ballad / Soft Pop,US/Global,1996,Billboard Hot 100 archive,10,billboard_hot100_bulk_backfill,low
1525,2026.6.27,Dirty Dancer,Enrique Iglesias With Usher Featuring Lil Wayne,Lyrical Pop,US/Global,2011,Billboard Hot 100 archive,18,billboard_hot100_bulk_backfill,low
1526,2026.6.27,The Dead Dance,Lady Gaga,Lyrical Pop,US/Global,2025,Billboard Hot 100 archive,40,billboard_hot100_bulk_backfill,low
1527,2026.6.27,The Story Of Us,Taylor Swift,Pop Ballad / Soft Pop,US/Global,2010,Billboard Hot 100 archive,41,billboard_hot100_bulk_backfill,low
1528,2026.6.27,Somewhere,Barbra Streisand,Pop Ballad / Soft Pop,US/Global,1985,Billboard Hot 100 archive,43,billboard_hot100_bulk_backfill,low
1529,2026.6.27,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,Pop Ballad / Soft Pop,US/Global,2021,Billboard Hot 100 archive,45,billboard_hot100_bulk_backfill,low
1530,2026.6.27,South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B,Pop Ballad / Soft Pop,US/Global,2019,Billboard Hot 100 archive,49,billboard_hot100_bulk_backfill,low
1531,2026.6.27,Left In The Dark,Barbra Streisand,Pop Ballad / Soft Pop,US/Global,1984,Billboard Hot 100 archive,50,billboard_hot100_bulk_backfill,low
1532,2026.6.27,Company,Justin Bieber,Pop Ballad / Soft Pop,US/Global,2015,Billboard Hot 100 archive,53,billboard_hot100_bulk_backfill,low
1533,2026.6.27,Prisoner,Miley Cyrus Featuring Dua Lipa,Pop Ballad / Soft Pop,US/Global,2020,Billboard Hot 100 archive,54,billboard_hot100_bulk_backfill,low
1534,2026.6.27,Can't Catch Me Now,Olivia Rodrigo,Pop Ballad / Soft Pop,US/Global,2023,Billboard Hot 100 archive,56,billboard_hot100_bulk_backfill,low
1535,2026.6.27,Shining,DJ Khaled Featuring Beyonce & JAY Z,Pop Ballad / Soft Pop,US/Global,2017,Billboard Hot 100 archive,57,billboard_hot100_bulk_backfill,low
1536,2026.6.27,Forget Me,Lewis Capaldi,Pop Ballad / Soft Pop,US/Global,2022,Billboard Hot 100 archive,58,billboard_hot100_bulk_backfill,low
1537,2026.6.27,New Orleans Ladies,Louisiana's LeRoux,Pop Ballad / Soft Pop,US/Global,1978,Billboard Hot 100 archive,59,billboard_hot100_bulk_backfill,low
1538,2026.6.27,Man Down,Rihanna,Pop Ballad / Soft Pop,US/Global,2011,Billboard Hot 100 archive,59,billboard_hot100_bulk_backfill,low
1539,2026.6.27,Baby Mama,Fantasia,Pop Ballad / Soft Pop,US/Global,2005,Billboard Hot 100 archive,60,billboard_hot100_bulk_backfill,low
1540,2026.6.27,Listen,Beyonce,Pop Ballad / Soft Pop,US/Global,2007,Billboard Hot 100 archive,61,billboard_hot100_bulk_backfill,low
1541,2026.6.27,Kiss It Better,Rihanna,Pop Ballad / Soft Pop,US/Global,2016,Billboard Hot 100 archive,62,billboard_hot100_bulk_backfill,low
1542,2026.6.27,Promises,Calvin Harris & Sam Smith,Pop Ballad / Soft Pop,US/Global,2018,Billboard Hot 100 archive,65,billboard_hot100_bulk_backfill,low
1543,2026.6.27,Starstrukk,3OH!3 Featuring Katy Perry,Pop Ballad / Soft Pop,US/Global,2009,Billboard Hot 100 archive,66,billboard_hot100_bulk_backfill,low
1544,2026.6.27,Bittersweet,Fantasia,Pop Ballad / Soft Pop,US/Global,2010,Billboard Hot 100 archive,74,billboard_hot100_bulk_backfill,low
1545,2026.6.27,Try It On My Own,Whitney Houston,Pop Ballad / Soft Pop,US/Global,2003,Billboard Hot 100 archive,84,billboard_hot100_bulk_backfill,low
1546,2026.6.27,Don't It Make My Brown Eyes Blue,Crystal Gayle,Pop Ballad / Soft Pop,US/Global,1977,Billboard Hot 100 archive,2,billboard_hot100_bulk_backfill,low
1547,2026.6.27,"Theme From ""Greatest American Hero"" (Believe It or Not)",Joey Scarbury,Pop Ballad / Soft Pop,US/Global,1981,Billboard Hot 100 archive,2,billboard_hot100_bulk_backfill,low
1548,2026.6.27,Girl You Know It's True,Milli Vanilli,Pop Ballad / Soft Pop,US/Global,1989,Billboard Hot 100 archive,2,billboard_hot100_bulk_backfill,low
1549,2026.6.27,I Love Your Smile,Shanice,Pop Ballad / Soft Pop,US/Global,1991,Billboard Hot 100 archive,2,billboard_hot100_bulk_backfill,low
1550,2026.6.27,Tears In Heaven,Eric Clapton,Pop Ballad / Soft Pop,US/Global,1992,Billboard Hot 100 archive,2,billboard_hot100_bulk_backfill,low
1551,2026.6.27,"I'll Remember (From ""With Honors"")",Madonna,Pop Ballad / Soft Pop,US/Global,1994,Billboard Hot 100 archive,2,billboard_hot100_bulk_backfill,low
1552,2026.6.27,You Make Me Feel Brand New,The Stylistics,Pop Ballad / Soft Pop,US/Global,1974,Billboard Hot 100 archive,2,billboard_hot100_bulk_backfill,low
1553,2026.6.27,"Working My Way Back To You/Forgive Me, Girl",The Spinners,Pop Ballad / Soft Pop,US/Global,1979,Billboard Hot 100 archive,2,billboard_hot100_bulk_backfill,low
1554,2026.6.27,Being With You,Smokey Robinson,Pop Ballad / Soft Pop,US/Global,1981,Billboard Hot 100 archive,2,billboard_hot100_bulk_backfill,low
1555,2026.6.27,Do You Really Want To Hurt Me,Culture Club,Pop Ballad / Soft Pop,US/Global,1982,Billboard Hot 100 archive,2,billboard_hot100_bulk_backfill,low
1556,2026.6.27,Making Love Out Of Nothing At All,Air Supply,Pop Ballad / Soft Pop,US/Global,1983,Billboard Hot 100 archive,2,billboard_hot100_bulk_backfill,low
1557,2026.6.27,The Lover In Me,Sheena Easton,Pop Ballad / Soft Pop,US/Global,1988,Billboard Hot 100 archive,2,billboard_hot100_bulk_backfill,low
1558,2026.6.27,Candy Rain,Soul For Real,Pop Ballad / Soft Pop,US/Global,1995,Billboard Hot 100 archive,2,billboard_hot100_bulk_backfill,low
1559,2026.6.27,I'd Really Love To See You Tonight,England Dan & John Ford Coley,Pop Ballad / Soft Pop,US/Global,1976,Billboard Hot 100 archive,2,billboard_hot100_bulk_backfill,low
1560,2026.6.27,Don't Forget Me (When I'm Gone),Glass Tiger,Pop Ballad / Soft Pop,US/Global,1986,Billboard Hot 100 archive,2,billboard_hot100_bulk_backfill,low
1561,2026.6.27,Don't Dream It's Over,Crowded House,Pop Ballad / Soft Pop,US/Global,1987,Billboard Hot 100 archive,2,billboard_hot100_bulk_backfill,low
1562,2026.6.27,"Cradle Of Love (From ""Ford Fairlane"")",Billy Idol,Pop Ballad / Soft Pop,US/Global,1990,Billboard Hot 100 archive,2,billboard_hot100_bulk_backfill,low
1563,2026.6.27,Sometimes Love Just Ain't Enough,Patty Smyth,Pop Ballad / Soft Pop,US/Global,1992,Billboard Hot 100 archive,2,billboard_hot100_bulk_backfill,low
1564,2026.6.27,Talking In Your Sleep,The Romantics,Pop Ballad / Soft Pop,US/Global,1983,Billboard Hot 100 archive,3,billboard_hot100_bulk_backfill,low
1565,2026.6.27,I Feel For You,Chaka Khan,Pop Ballad / Soft Pop,US/Global,1984,Billboard Hot 100 archive,3,billboard_hot100_bulk_backfill,low
1566,2026.6.27,You Got It All,The Jets,Pop Ballad / Soft Pop,US/Global,1986,Billboard Hot 100 archive,3,billboard_hot100_bulk_backfill,low
1567,2026.6.27,You Got It (The Right Stuff),New Kids On The Block,Pop Ballad / Soft Pop,US/Global,1988,Billboard Hot 100 archive,3,billboard_hot100_bulk_backfill,low
1568,2026.6.27,The Most Beautiful Girl In The World,Prince,Pop Ballad / Soft Pop,US/Global,1994,Billboard Hot 100 archive,3,billboard_hot100_bulk_backfill,low
1569,2026.6.27,Don't Phunk With My Heart,The Black Eyed Peas,Pop Ballad / Soft Pop,US/Global,2005,Billboard Hot 100 archive,3,billboard_hot100_bulk_backfill,low
1570,2026.6.27,What's On Your Mind (Pure Energy),Information Society,Pop Ballad / Soft Pop,US/Global,1988,Billboard Hot 100 archive,3,billboard_hot100_bulk_backfill,low
1571,2026.6.27,(It's Just) The Way That You Love Me,Paula Abdul,Pop Ballad / Soft Pop,US/Global,1988,Billboard Hot 100 archive,3,billboard_hot100_bulk_backfill,low
1572,2026.6.27,My Heart Is An Open Book,"Carl Dobkins, Jr.",Pop Ballad / Soft Pop,US/Global,1959,Billboard Hot 100 archive,3,billboard_hot100_bulk_backfill,low
1573,2026.6.27,Harden My Heart,Quarterflash,Pop Ballad / Soft Pop,US/Global,1981,Billboard Hot 100 archive,3,billboard_hot100_bulk_backfill,low
1574,2026.6.27,Jump (for My Love),The Pointer Sisters,Pop Ballad / Soft Pop,US/Global,1984,Billboard Hot 100 archive,3,billboard_hot100_bulk_backfill,low
1575,2026.6.27,"Can You Feel The Love Tonight (From ""The Lion King"")",Elton John,Pop Ballad / Soft Pop,US/Global,1994,Billboard Hot 100 archive,4,billboard_hot100_bulk_backfill,low
1576,2026.6.27,My Love Is The Shhh!,Somethin' For The People Featuring Trina & Tamara,Pop Ballad / Soft Pop,US/Global,1997,Billboard Hot 100 archive,4,billboard_hot100_bulk_backfill,low
1577,2026.6.27,I Need A Girl (Part Two),"P. Diddy & Ginuwine Featuring Loon, Mario Winans & Tammy Ruggeri",Pop Ballad / Soft Pop,US/Global,2002,Billboard Hot 100 archive,4,billboard_hot100_bulk_backfill,low
1578,2026.6.27,Into You,Fabolous Featuring Tamia Or Ashanti,Pop Ballad / Soft Pop,US/Global,2003,Billboard Hot 100 archive,4,billboard_hot100_bulk_backfill,low
1579,2026.6.27,For Your Eyes Only,Sheena Easton,Pop Ballad / Soft Pop,US/Global,1981,Billboard Hot 100 archive,4,billboard_hot100_bulk_backfill,low
1580,2026.6.27,My Heart Can't Tell You No,Rod Stewart,Pop Ballad / Soft Pop,US/Global,1988,Billboard Hot 100 archive,4,billboard_hot100_bulk_backfill,low
1581,2026.6.27,Achy Breaky Heart,Billy Ray Cyrus,Pop Ballad / Soft Pop,US/Global,1992,Billboard Hot 100 archive,4,billboard_hot100_bulk_backfill,low
1582,2026.6.27,Your Idol,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",Pop Ballad / Soft Pop,US/Global,2025,Billboard Hot 100 archive,4,billboard_hot100_bulk_backfill,low
1583,2026.6.27,Lover Girl,Teena Marie,Pop Ballad / Soft Pop,US/Global,1984,Billboard Hot 100 archive,4,billboard_hot100_bulk_backfill,low
1584,2026.6.27,"Saving Forever For You (From ""Beverly Hills, 90210"")",Shanice,Pop Ballad / Soft Pop,US/Global,1992,Billboard Hot 100 archive,4,billboard_hot100_bulk_backfill,low
1585,2026.6.27,Let Me Hold You,Bow Wow Featuring Omarion,Pop Ballad / Soft Pop,US/Global,2005,Billboard Hot 100 archive,4,billboard_hot100_bulk_backfill,low
1586,2026.6.27,Sunshine Of Your Love,Cream,Pop Ballad / Soft Pop,US/Global,1968,Billboard Hot 100 archive,5,billboard_hot100_bulk_backfill,low
1587,2026.6.27,I've Found Someone Of My Own,The Free Movement,Pop Ballad / Soft Pop,US/Global,1971,Billboard Hot 100 archive,5,billboard_hot100_bulk_backfill,low
1588,2026.6.27,Runaway Train,Soul Asylum,Pop Ballad / Soft Pop,US/Global,1993,Billboard Hot 100 archive,5,billboard_hot100_bulk_backfill,low
1589,2026.6.27,This I Promise You,'N Sync,Pop Ballad / Soft Pop,US/Global,2000,Billboard Hot 100 archive,5,billboard_hot100_bulk_backfill,low
1590,2026.6.27,Dirt Off Your Shoulder,JAY-Z,Pop Ballad / Soft Pop,US/Global,2004,Billboard Hot 100 archive,5,billboard_hot100_bulk_backfill,low
1591,2026.6.27,Good For You,Selena Gomez Featuring A$AP Rocky,Pop Ballad / Soft Pop,US/Global,2015,Billboard Hot 100 archive,5,billboard_hot100_bulk_backfill,low
1592,2026.6.27,You Should Hear How She Talks About You,Melissa Manchester,Pop Ballad / Soft Pop,US/Global,1982,Billboard Hot 100 archive,5,billboard_hot100_bulk_backfill,low
1593,2026.6.27,Waiting For A Star To Fall,Boy Meets Girl,Pop Ballad / Soft Pop,US/Global,1988,Billboard Hot 100 archive,5,billboard_hot100_bulk_backfill,low
1594,2026.6.27,I'll Never Love This Way Again,Dionne Warwick,Pop Ballad / Soft Pop,US/Global,1979,Billboard Hot 100 archive,5,billboard_hot100_bulk_backfill,low
1595,2026.6.27,How To Love,Lil Wayne,Pop Ballad / Soft Pop,US/Global,2011,Billboard Hot 100 archive,5,billboard_hot100_bulk_backfill,low
1596,2026.6.27,I Belong To You (Every Time I See Your Face),Rome,Pop Ballad / Soft Pop,US/Global,1997,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
1597,2026.6.27,When You're In Love With A Beautiful Woman,Dr. Hook,Pop Ballad / Soft Pop,US/Global,1979,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
1598,2026.6.27,Never Knew Love Like This Before,Stephanie Mills,Pop Ballad / Soft Pop,US/Global,1980,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
1599,2026.6.27,I Can Dream About You,Dan Hartman,Pop Ballad / Soft Pop,US/Global,1984,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
1600,2026.6.27,The Way You Do The Things You Do,UB40,Pop Ballad / Soft Pop,US/Global,1990,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
1601,2026.6.27,Tell Me What You Want Me To Do,Tevin Campbell,Pop Ballad / Soft Pop,US/Global,1991,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
1602,2026.6.27,A Lover's Question,Clyde McPhatter,Pop Ballad / Soft Pop,US/Global,1958,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
1603,2026.6.27,Midnight At The Oasis,Maria Muldaur,Pop Ballad / Soft Pop,US/Global,1974,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
1604,2026.6.27,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,Pop Ballad / Soft Pop,US/Global,1992,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
1605,2026.6.27,Said I Loved You...But I Lied,Michael Bolton,Pop Ballad / Soft Pop,US/Global,1993,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
1606,2026.6.27,What You Want,Mase Featuring Total,Pop Ballad / Soft Pop,US/Global,1998,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
1607,2026.6.27,Show Me The Meaning Of Being Lonely,Backstreet Boys,Pop Ballad / Soft Pop,US/Global,2000,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
1608,2026.6.27,"Whenever, Wherever",Shakira,Pop Ballad / Soft Pop,US/Global,2001,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
1609,2026.6.27,Another Sad Love Song,Toni Braxton,Pop Ballad / Soft Pop,US/Global,1993,Billboard Hot 100 archive,7,billboard_hot100_bulk_backfill,low
1610,2026.6.27,Tell It To My Heart(Dub),Taylor Dayne,Pop Ballad / Soft Pop,US/Global,1987,Billboard Hot 100 archive,7,billboard_hot100_bulk_backfill,low
1611,2026.6.27,The Way You Love Me,Karyn White,Pop Ballad / Soft Pop,US/Global,1988,Billboard Hot 100 archive,7,billboard_hot100_bulk_backfill,low
1612,2026.6.27,How You Gonna Act Like That,Tyrese,Pop Ballad / Soft Pop,US/Global,2003,Billboard Hot 100 archive,7,billboard_hot100_bulk_backfill,low
1613,2026.6.27,Take You There,Sean Kingston,Pop Ballad / Soft Pop,US/Global,2007,Billboard Hot 100 archive,7,billboard_hot100_bulk_backfill,low
1614,2026.6.27,Can't Believe It,T-Pain Featuring Lil Wayne,Pop Ballad / Soft Pop,US/Global,2008,Billboard Hot 100 archive,7,billboard_hot100_bulk_backfill,low
1615,2026.6.27,I Hate Myself For Loving You,Joan Jett & The Blackhearts,Pop Ballad / Soft Pop,US/Global,1988,Billboard Hot 100 archive,8,billboard_hot100_bulk_backfill,low
1616,2026.6.27,Love Is Like Oxygen,Sweet,Pop Ballad / Soft Pop,US/Global,1978,Billboard Hot 100 archive,8,billboard_hot100_bulk_backfill,low
1617,2026.6.27,Close My Eyes Forever,Lita Ford (Duet With Ozzy Osbourne),Pop Ballad / Soft Pop,US/Global,1989,Billboard Hot 100 archive,8,billboard_hot100_bulk_backfill,low
1618,2026.6.27,Where Is The Love?,The Black Eyed Peas,Pop Ballad / Soft Pop,US/Global,2003,Billboard Hot 100 archive,8,billboard_hot100_bulk_backfill,low
1619,2026.6.27,Fake Love,Drake,Pop Ballad / Soft Pop,US/Global,2016,Billboard Hot 100 archive,8,billboard_hot100_bulk_backfill,low
1620,2026.6.27,Ladies Night,Kool & The Gang,Pop Ballad / Soft Pop,US/Global,1979,Billboard Hot 100 archive,8,billboard_hot100_bulk_backfill,low
1621,2026.6.27,Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem",Pop Ballad / Soft Pop,US/Global,2009,Billboard Hot 100 archive,8,billboard_hot100_bulk_backfill,low
1622,2026.6.27,"I Don't Wanna Fight (From ""What's Love Got To Do With It"")",Tina Turner,Pop Ballad / Soft Pop,US/Global,1993,Billboard Hot 100 archive,9,billboard_hot100_bulk_backfill,low
1623,2026.6.27,You,Lloyd Featuring Lil Wayne,Pop Ballad / Soft Pop,US/Global,2006,Billboard Hot 100 archive,9,billboard_hot100_bulk_backfill,low
1624,2026.6.27,Sorry,Buckcherry,Pop Ballad / Soft Pop,US/Global,2007,Billboard Hot 100 archive,9,billboard_hot100_bulk_backfill,low
1625,2026.6.27,I Found Someone,Cher,Pop Ballad / Soft Pop,US/Global,1987,Billboard Hot 100 archive,10,billboard_hot100_bulk_backfill,low
1626,2026.6.27,When The Lights Go Out,Five,Pop Ballad / Soft Pop,US/Global,1998,Billboard Hot 100 archive,10,billboard_hot100_bulk_backfill,low
1627,2026.6.27,If Ever You're In My Arms Again,Peabo Bryson,Pop Ballad / Soft Pop,US/Global,1984,Billboard Hot 100 archive,10,billboard_hot100_bulk_backfill,low
1628,2026.6.27,Baby I'm Yours,Shai,Pop Ballad / Soft Pop,US/Global,1993,Billboard Hot 100 archive,10,billboard_hot100_bulk_backfill,low
1629,2026.6.27,Young Forever,Jay-Z + Mr. Hudson,Pop Ballad / Soft Pop,US/Global,2009,Billboard Hot 100 archive,10,billboard_hot100_bulk_backfill,low
1630,2026.6.27,I Don't Want To Wait,Paula Cole,Pop Ballad / Soft Pop,US/Global,1997,Billboard Hot 100 archive,11,billboard_hot100_bulk_backfill,low
1631,2026.6.27,Funny Girl,Barbra Streisand,Pop Ballad / Soft Pop,US/Global,1964,Billboard Hot 100 archive,44,billboard_hot100_bulk_backfill,low
1632,2026.6.27,XO,Beyonce,Pop Ballad / Soft Pop,US/Global,2014,Billboard Hot 100 archive,45,billboard_hot100_bulk_backfill,low
1633,2026.6.27,Go,Asia,Pop Ballad / Soft Pop,US/Global,1985,Billboard Hot 100 archive,46,billboard_hot100_bulk_backfill,low
1634,2026.6.27,Swish Swish,Katy Perry Featuring Nicki Minaj,Pop Ballad / Soft Pop,US/Global,2017,Billboard Hot 100 archive,46,billboard_hot100_bulk_backfill,low
1635,2026.6.27,City Of Gods,"Fivio Foreign, Kanye West & Alicia Keys",Pop Ballad / Soft Pop,US/Global,2022,Billboard Hot 100 archive,46,billboard_hot100_bulk_backfill,low
1636,2026.6.27,Mother's Pride,George Michael,Pop Ballad / Soft Pop,US/Global,1991,Billboard Hot 100 archive,46,billboard_hot100_bulk_backfill,low
1637,2026.6.27,Promises,Barbra Streisand,Pop Ballad / Soft Pop,US/Global,1981,Billboard Hot 100 archive,48,billboard_hot100_bulk_backfill,low
1638,2026.6.27,Hold My Hand,Lady Gaga,Pop Ballad / Soft Pop,US/Global,2022,Billboard Hot 100 archive,49,billboard_hot100_bulk_backfill,low
1639,2026.6.27,Right Now,Rihanna Featuring David Guetta,Pop Ballad / Soft Pop,US/Global,2013,Billboard Hot 100 archive,50,billboard_hot100_bulk_backfill,low
1640,2026.6.27,"Make No Mistake, He's Mine",Barbra Streisand With Kim Carnes,Pop Ballad / Soft Pop,US/Global,1984,Billboard Hot 100 archive,51,billboard_hot100_bulk_backfill,low
1641,2026.6.27,Who's That Chick?,David Guetta Featuring Rihanna,Pop Ballad / Soft Pop,US/Global,2010,Billboard Hot 100 archive,51,billboard_hot100_bulk_backfill,low
1642,2026.6.27,He Touched Me,Barbra Streisand,Pop Ballad / Soft Pop,US/Global,1965,Billboard Hot 100 archive,53,billboard_hot100_bulk_backfill,low
1643,2026.6.27,Bubble Butt,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",Pop Ballad / Soft Pop,US/Global,2013,Billboard Hot 100 archive,56,billboard_hot100_bulk_backfill,low
1644,2026.6.27,Low,Kelly Clarkson,Pop Ballad / Soft Pop,US/Global,2003,Billboard Hot 100 archive,58,billboard_hot100_bulk_backfill,low
1645,2026.6.27,Doesn't Mean Anything,Alicia Keys,Pop Ballad / Soft Pop,US/Global,2009,Billboard Hot 100 archive,60,billboard_hot100_bulk_backfill,low
1646,2026.6.27,Magnificent,Rick Ross Featuring John Legend,Pop Ballad / Soft Pop,US/Global,2009,Billboard Hot 100 archive,62,billboard_hot100_bulk_backfill,low
1647,2026.6.27,People Like Us,Kelly Clarkson,Pop Ballad / Soft Pop,US/Global,2013,Billboard Hot 100 archive,65,billboard_hot100_bulk_backfill,low
1648,2026.6.27,"Same Script, Different Cast",Whitney Houston & Deborah Cox,Pop Ballad / Soft Pop,US/Global,2000,Billboard Hot 100 archive,70,billboard_hot100_bulk_backfill,low
1649,2026.6.27,Let Me Down Slowly,Alec Benjamin + Alessia Cara,Pop Ballad / Soft Pop,US/Global,2019,Billboard Hot 100 archive,79,billboard_hot100_bulk_backfill,low
1650,2026.6.27,Subeme La Radio,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",Pop Ballad / Soft Pop,US/Global,2017,Billboard Hot 100 archive,81,billboard_hot100_bulk_backfill,low
1651,2026.6.27,One Man Can Change The World,Big Sean Featuring Kanye West & John Legend,Pop Ballad / Soft Pop,US/Global,2015,Billboard Hot 100 archive,82,billboard_hot100_bulk_backfill,low
